"","latitud","id_old","url","latitud_dec","altitud","capital","num_hab","zona_comarcal","destacada","nombre","longitud_dec","id","longitud"
"3658","37º45'32.446512""","23510","larva-id23054","37.75901292","743","Larva","488","612302","0","Larva","-3.20142352","23054","-3º12'5.124672"""
"3659","43º15'40.360608""","20485","lasarte-oria-id20902","43.26121128","21","Lasarte-Oria","18082","752001","1","Lasarte-Oria","-2.01808787","20902","-2º1'5.116332"""
"3660","42º3'59.206428""","22472","lascellas-ponzano-id22141","42.06644623","529","Ponzano","146","622202","0","Lascellas-Ponzano","-0.07588096","22141","-0º4'33.171456"""
"3661","42º11'52.144656""","22476","lascuarre-id22142","42.19781796","648","Lascuarre","136","622201","0","Lascuarre","0.51593014","22142","0º30'57.348504"""
"3662","42º28'15.796488""","22480","laspaules-id22143","42.47105458","1432","Laspaúles","304","622201","0","Laspaúles","0.59861357","22143","0º35'55.008852"""
"3663","42º30'10.721628""","22484","laspuna-id22144","42.50297823","708","Laspuña","298","622201","0","Laspuña","0.15390522","22144","0º9'14.058792"""
"3664","41º17'48.547788""","40392","lastras-de-cuellar-id40110","41.29681883","899","Lastras de Cuéllar","410","674001","0","Lastras de Cuéllar","-4.10658985","40110","-4º6'23.72346"""
"3665","40º52'44.683608""","40396","lastras-del-pozo-id40111","40.87907878","965","Lastras del Pozo","79","674001","0","Lastras del Pozo","-4.34459184","40111","-4º20'40.530624"""
"3666","40º58'8.186772""","40400","lastrilla-la-id40112","40.96894077","1066","Lastrilla, La","3605","674002","1","Lastrilla, La","-4.10375682","40112","-4º6'13.524552"""
"3667","43º8'33.06768""","01340","laudio-llodio-id01036","43.14251880","123","Laudio/Llodio","18428","750101","1","Laudio/Llodio","-2.96256495","01036","-2º57'45.23382"""
"3668","43º21'7.291368""","48510","laukiz-elexalde-id48053","43.35202538","53","Elexalde","1129","754801","0","Laukiz","-2.90710359","48053","-2º54'25.572924"""
"3669","43º14'43.765044""","33320","laviana-pola-llaviana-la-pola-de-laviana-id33032","43.24549029","293","Pola Llaviana, La/Pola de Laviana","13791","633304","1","Laviana","-5.56291541","33032","-5º33'46.495476"""
"3670","43º13'21.554544""","15390","laxe-id15040","43.22265404","11","Laxe","3207","711501","0","Laxe","-9.00466045","15040","-9º0'16.77762"""
"3671","42º17'49.360992""","50393","layana-id50135","42.29704472","492","Layana","119","625001","0","Layana","-1.24465626","50135","-1º14'40.762536"""
"3672","39º46'37.536132""","45328","layos-id45083","39.77709337","650","Layos","652","684503","0","Layos","-4.06408976","45083","-4º3'50.723136"""
"3673","42º3'38.62566""","32390","laza-id32039","42.06072935","473","Laza","1449","713203","0","Laza","-7.46158372","32039","-7º27'41.701392"""
"3674","42º29'33.569808""","31435","lazagurria-id31145","42.49265828","393","Lazagurría","204","743104","0","Lazagurría","-2.24048573","31145","-2º14'25.748628"""
"3675","43º2'6.6273""","20490","lazkao-id20049","43.03517425","157","Lazkao","5465","752002","0","Lazkao","-2.18754710","20049","-2º11'15.16956"""
"3676","43º7'28.657488""","20500","leaburu-id20050","43.12462708","297","Leaburu","373","752002","0","Leaburu","-2.05193418","20050","-2º3'6.963048"""
"3677","42º36'25.688124""","31438","leache-leatxe-id31146","42.60713559","590","Leache/Leatxe","49","743102","0","Leache/Leatxe","-1.40746864","31146","-1º24'26.887104"""
"3678","36º55'10.511616""","41265","lebrija-id41053","36.91958656","36","Lebrija","27385","614102","1","Lebrija","-6.08085356","41053","-6º4'51.072816"""
"3679","41º5'9.873204""","50402","lechon-id50138","41.08607589","983","Lechón","53","625002","0","Lechón","-1.28404831","50138","-1º17'2.573916"""
"3680","41º47'57.613776""","50399","lecinena-id50137","41.79933716","416","Leciñena","1234","625003","0","Leciñena","-0.61046189","50137","-0º36'37.662804"""
"3681","36º56'50.855136""","18500","lecrin-id18119","36.94745976","705","Lecrín","2178","611803","0","Lecrín","-3.54966392","18119","-3º32'58.790112"""
"3682","40º52'7.299408""","19396","ledanca-id19159","40.86869428","924","Ledanca","107","681903","0","Ledanca","-2.84392722","19159","-2º50'38.137992"""
"3683","39º21'21.482136""","16436","ledana-id16118","39.35596726","725","Ledaña","1723","681603","1","Ledaña","-1.71625632","16118","-1º42'58.522752"""
"3684","41º5'16.266408""","37312","ledesma-id37170","41.08785178","768","Ledesma","1795","673701","1","Ledesma","-5.99997138","37170","-5º59'59.896968"""
"3685","42º19'11.9136""","26425","ledesma-de-la-cogolla-id26086","42.31997600","746","Ledesma de la Cogolla","19","762602","0","Ledesma de la Cogolla","-2.71975537","26086","-2º43'11.119332"""
"3686","42º21'14.004612""","34316","ledigos-id34094","42.35389017","883","Ledigos","68","673402","0","Ledigos","-4.86428578","34094","-4º51'51.428808"""
"3687","40º28'7.030704""","37314","ledrada-id37171","40.46861964","889","Ledrada","512","673702","0","Ledrada","-5.71947047","37171","-5º43'10.093692"""
"3688","40º9'55.578888""","16440","leganiel-id16119","40.16543858","747","Leganiel","193","681601","0","Leganiel","-2.94998151","16119","-2º56'59.933436"""
"3689","40º19'54.277752""","28370","leganes-id28074","40.33174382","667","Leganés","186696","722802","1","Leganés","-3.76655557","28074","-3º45'59.600052"""
"3690","42º42'41.935464""","31441","legarda-id31147","42.71164874","461","Legarda","114","743102","0","Legarda","-1.77364101","31147","-1º46'25.107636"""
"3691","42º38'53.865996""","31444","legaria-id31148","42.64829611","477","Legaria","106","743102","0","Legaria","-2.17321468","31148","-2º10'23.572848"""
"3692","43º3'13.242564""","20510","legazpi-id20051","43.05367849","408","Legazpi","8608","752002","0","Legazpi","-2.33330298","20051","-2º19'59.890728"""
"3693","43º4'57.58608""","20520","legorreta-id20052","43.08266280","124","Legorreta","1468","752002","0","Legorreta","-2.15485444","20052","-2º9'17.475984"""
"3694","42º58'47.54784""","01540","legutio-id01058","42.97987440","570","Legutio","1703","750101","1","Legutio","-2.64255929","01058","-2º38'33.213444"""
"3695","42º59'12.556572""","20680","leintz-gatzaga-id20068","42.98682127","456","Leintz-Gatzaga","244","752002","0","Leintz-Gatzaga","-2.56830927","20068","-2º34'5.913372"""
"3696","43º19'40.71216""","48520","leioa-id48054","43.32797560","31","Leioa","30685","754801","1","Leioa","-2.98639022","48054","-2º59'11.004792"""
"3697","42º22'9.729156""","32400","leiro-leiro-leiro-san-pedro-id32040","42.36936921","90","Leiro (Leiro) (San Pedro)","1675","713202","0","Leiro","-8.12481853","32040","-8º7'29.346708"""
"3698","43º4'51.045924""","31447","leitza-id31149","43.08084609","473","Leitza","2906","743101","0","Leitza","-1.91428701","31149","-1º54'51.433236"""
"3699","42º30'13.227948""","26430","leiva-id26087","42.50367443","587","Leiva","274","762601","0","Leiva","-3.04719009","26087","-3º2'49.884324"""
"3700","43º21'46.86822""","48550","lekeitio-id48057","43.36301895","9","Lekeitio","7305","754801","0","Lekeitio","-2.50296026","48057","-2º30'10.656936"""
"3701","43º0'21.766176""","31448","lekunberri-id31908","43.00604616","570","Lekunberri","1469","743102","0","Lekunberri","-1.89580265","31908","-1º53'44.88954"""
"3702","43º12'16.347996""","48530","lemoa-id48055","43.20454111","70","Lemoa","3512","754802","0","Lemoa","-2.77374548","48055","-2º46'25.483728"""
"3703","43º24'40.2831""","48540","lemoiz-urizar-id48056","43.41118975","89","Urizar","1182","754801","0","Lemoiz","-2.90220839","48056","-2º54'7.950204"""
"3704","43º9'33.404868""","33330","lena-pola-la-id33033","43.15927913","306","Pola, La","11949","633305","1","Lena","-5.82960591","33033","-5º49'46.581276"""
"3705","36º50'8.119356""","18505","lentegi-id18120","36.83558871","645","Lentegí","358","611804","0","Lentegí","-3.67446558","18120","-3º40'28.076088"""
"3706","42º38'42.021852""","31450","leoz-leotz-id31150","42.64500607","764","Leoz/Leotz","253","743102","0","Leoz/Leotz","-1.51907988","31150","-1º31'8.687568"""
"3707","37º15'18.547956""","21430","lepe-id21044","37.25515221","20","Lepe","27054","612103","1","Lepe","-7.20341247","21044","-7º12'12.284892"""
"3708","42º33'59.513724""","31453","lerga-id31151","42.56653159","615","Lerga","65","743102","0","Lerga","-1.50094744","31151","-1º30'3.410784"""
"3709","42º1'38.496036""","09362","lerma-id09194","42.02736001","839","Lerma","2745","670904","1","Lerma","-3.75931385","09194","-3º45'33.52986"""
"3710","42º28'59.226636""","31456","lerin-id31152","42.48311851","429","Lerín","1706","743104","0","Lerín","-1.97254731","31152","-1º58'21.170316"""
"3711","42º48'42.932736""","25432","les-id25121","42.81192576","633","Les","968","692501","0","Les","0.71274283","25121","0º42'45.874188"""
"3712","43º14'48.362352""","31459","lesaka-id31153","43.24676732","70","Lesaka","2742","743101","0","Lesaka","-1.70279040","31153","-1º42'10.04544"""
"3713","38º21'58.754916""","02410","letur-id02042","38.36632081","735","Letur","1018","680202","0","Letur","-2.10096881","02042","-2º6'3.487716"""
"3714","41º15'18.127836""","50405","letux-id50139","41.25503551","514","Letux","379","625002","0","Letux","-0.80392580","50139","-0º48'14.13288"""
"3715","42º33'52.908732""","01320","leza-id01034","42.56469687","569","Leza","207","750103","0","Leza","-2.63459428","01034","-2º38'4.539408"""
"3716","42º19'45.207228""","26435","leza-de-rio-leza-id26088","42.32922423","571","Leza de Río Leza","41","762601","0","Leza de Río Leza","-2.40584109","26088","-2º24'21.027924"""
"3717","43º16'26.937516""","48790","lezama-aretxalde-id48081","43.27414931","60","Aretxalde","2432","754801","0","Lezama","-2.83230740","48081","-2º49'56.30664"""
"3718","43º19'14.305152""","20530","lezo-id20053","43.32064032","19","Lezo","6007","752001","0","Lezo","-1.89972629","20053","-1º53'59.014644"""
"3719","38º56'55.643856""","02420","lezuza-id02043","38.94878996","913","Lezuza","1504","680201","0","Lezuza","-2.35387427","02043","-2º21'13.947372"""
"3720","42º46'40.589112""","31462","lezaun-id31154","42.77794142","824","Lezáun","263","743102","0","Lezáun","-1.99476949","31154","-1º59'41.170164"""
"3721","42º35'56.835492""","24001","leon-id24089","42.59912097","837","León","129551","672403","1","León","-5.56707631","24089","-5º34'1.474716"""
"3722","37º53'10.436028""","30230","librilla-id30023","37.88623223","165","Librilla","4900","733003","0","Librilla","-1.35077386","30023","-1º21'2.785896"""
"3723","40º9'41.573124""","44468","libros-id44135","40.16154809","771","Libros","129","624401","0","Libros","-1.23443083","44135","-1º14'3.950988"""
"3724","41º22'48.87624""","42455","liceras-id42105","41.38024340","1127","Liceras","61","674203","0","Liceras","-3.24368904","42105","-3º14'37.280544"""
"3725","40º43'0.076692""","44472","lidon-id44136","40.71668797","1210","Lidón","54","624401","0","Lidón","-1.11242689","44136","-1º6'44.736804"""
"3726","43º23'37.524264""","39175","liendo-hazas-id39036","43.39375674","28","Hazas","1250","663901","0","Liendo","-3.38042120","39036","-3º22'49.51632"""
"3727","39º43'21.80028""","45332","lillo-id45084","39.72272230","684","Lillo","2898","684504","0","Lillo","-3.30440947","45084","-3º18'15.874092"""
"3728","43º21'52.428348""","39185","limpias-id39038","43.36456343","30","Limpias","1837","663901","0","Limpias","-3.41701791","39038","-3º25'1.264476"""
"3729","38º5'31.43652""","23520","linares-id23055","38.09206570","418","Linares","60290","612301","1","Linares","-3.63503009","23055","-3º38'6.108324"""
"3730","40º19'16.895136""","44476","linares-de-mora-id44137","40.32135976","1302","Linares de Mora","274","624402","0","Linares de Mora","-0.57518992","44137","-0º34'30.683712"""
"3731","40º35'2.857596""","37316","linares-de-riofrio-id37172","40.58412711","956","Linares de Riofrío","964","673702","0","Linares de Riofrío","-5.92121919","37172","-5º55'16.389084"""
"3732","37º52'47.677548""","21440","linares-de-la-sierra-id21045","37.87991043","494","Linares de la Sierra","230","612101","0","Linares de la Sierra","-6.62158514","21045","-6º37'17.706504"""
"3733","41º42'40.53006""","25436","linyola-id25122","41.71125835","244","Linyola","2677","692503","0","Linyola","0.90434264","25122","0º54'15.633504"""
"3734","41º48'51.534396""","50408","litago-id50140","41.81431511","780","Litago","174","625002","0","Litago","-1.75179020","50140","-1º45'6.44472"""
"3735","41º50'8.764008""","50411","lituenigo-id50141","41.83576778","756","Lituénigo","126","625002","0","Lituénigo","-1.76081543","50141","-1º45'38.935548"""
"3736","43º6'11.958876""","20540","lizartza-id20054","43.10332191","138","Lizartza","640","752002","0","Lizartza","-2.03475196","20054","-2º2'5.107056"""
"3737","42º47'55.75344""","31468","lizoain-arriasgoiti-id31156","42.79882040","535","Lizoáin","317","743102","0","Lizoáin-Arriasgoiti","-1.46682765","31156","-1º28'0.57954"""
"3738","42º37'7.922748""","31465","liedena-id31155","42.61886743","438","Liédena","318","743102","0","Liédena","-1.27553158","31155","-1º16'31.913688"""
"3739","43º20'37.521852""","39180","lierganes-id39037","43.34375607","84","Liérganes","2370","663901","0","Liérganes","-3.74338424","39037","-3º44'36.183264"""
"3740","38º32'27.01482""","02430","lietor-id02044","38.54083745","641","Liétor","1336","680202","0","Liétor","-1.95479319","02044","-1º57'17.255484"""
"3741","41º28'21.826848""","08309","llacuna-la-id08104","41.47272968","610","Llacuna, La","906","690803","0","Llacuna, La","1.53455398","08104","1º32'4.394328"""
"3742","42º37'12.331056""","25440","lladorre-id25123","42.62009196","1049","Lladorre","232","692502","0","Lladorre","1.25007356","25123","1º15'0.264816"""
"3743","42º2'41.421408""","25444","lladurs-id25124","42.04483928","831","Lladurs","195","692503","0","Lladurs","1.50845447","25124","1º30'30.436092"""
"3744","42º14'56.545116""","17336","llado-id17088","42.24904031","206","Lladó","767","691703","0","Lladó","2.81330962","17088","2º48'47.914632"""
"3745","41º30'50.355612""","08312","llagosta-la-id08105","41.51398767","53","Llagosta, La","13430","690803","0","Llagosta, La","2.19120729","08105","2º11'28.346244"""
"3746","41º49'43.228164""","17340","llagostera-id17089","41.82867449","155","Llagostera","8198","691704","0","Llagostera","2.89199910","17089","2º53'31.19676"""
"3747","42º38'8.271888""","24356","llamas-de-la-ribera-id24092","42.63563108","895","Llamas de la Ribera","916","672403","0","Llamas de la Ribera","-5.82542235","24092","-5º49'31.52046"""
"3748","41º55'15.651192""","17344","llambilles-id17090","41.92101422","142","Llambilles","738","691702","0","Llambilles","2.85929460","17090","2º51'33.46056"""
"3749","42º19'13.689408""","17348","llanars-id17091","42.32046928","984","Llanars","509","691701","0","Llanars","2.34426460","17091","2º20'39.35256"""
"3750","43º26'28.857444""","33350","llanera-posada-id33035","43.44134929","179","Posada","14030","633304","1","Llanera","-5.85167484","33035","-5º51'6.029424"""
"3751","38º59'34.930212""","46462","llanera-de-ranes-id46154","38.99303617","139","Llanera de Ranes","1035","774603","0","Llanera de Ranes","-0.57140634","46154","-0º34'17.062824"""
"3752","43º25'20.531496""","33360","llanes-id33036","43.42236986","10","Llanes","13960","633302","1","Llanes","-4.75450323","33036","-4º45'16.211628"""
"3753","42º37'29.779356""","09364","llano-de-bureba-id09195","42.62493871","641","Llano de Bureba","69","670902","0","Llano de Bureba","-3.45743948","09195","-3º27'26.782128"""
"3754","41º16'5.201148""","47320","llano-de-olmedo-id47079","41.26811143","777","Llano de Olmedo","68","674701","0","Llano de Olmedo","-4.61295377","47079","-4º36'46.633572"""
"3755","28º39'29.638548""","38240","llanos-de-aridane-los-id38024","28.65823293","340","Llanos de Aridane, Los","20416","659304","1","Llanos de Aridane, Los","-17.91422603","38024","-17º54'51.213708"""
"3756","40º19'41.922984""","05321","llanos-de-tormes-los-id05113","40.32831194","1053","Llanos de Tormes, Los","89","670502","0","Llanos de Tormes, Los","-5.49867436","05113","-5º29'55.227696"""
"3757","39º7'5.199708""","13495","llanos-del-caudillo-id13904","39.11811103","649","Llanos del Caudillo","733","681302","0","Llanos del Caudillo","-3.35120326","13904","-3º21'4.331736"""
"3758","42º21'46.119456""","17352","llanca-id17092","42.36281096","11","Llançà","4970","691703","0","Llançà","3.15175660","17092","3º9'6.32376"""
"3759","41º22'30.725868""","25448","llardecans-id25125","41.37520163","396","Llardecans","497","692503","0","Llardecans","0.55006906","25125","0º33'0.248616"""
"3760","39º8'50.13078""","46465","llauri-id46155","39.14725855","14","Llaurí","1274","774604","0","Llaurí","-0.33047621","46155","-0º19'49.714356"""
"3761","42º29'44.467404""","25452","llavorsi-id25126","42.49568539","807","Llavorsí","367","692502","0","Llavorsí","1.21132384","25126","1º12'40.765824"""
"3762","40º57'17.820324""","44484","lledo-id44141","40.95495009","461","Lledó","169","624403","0","Lledó","0.27716840","44141","0º16'37.80624"""
"3763","41º36'54.98478""","25001","lleida-id25120","41.61527355","167","Lleida","139176","692503","1","Lleida","0.62061934","25120","0º37'14.229624"""
"3764","38º26'50.24886""","06360","llera-id06073","38.44729135","480","Llera","905","700604","0","Llera","-6.05632864","06073","-6º3'22.783104"""
"3765","38º14'15.010908""","06365","llerena-id06074","38.23750303","640","Llerena","5969","700604","1","Llerena","-6.01526269","06074","-6º0'54.945684"""
"3766","42º17'50.206668""","17356","llers-id17093","42.29727963","137","Llers","1242","691703","0","Llers","2.91372377","17093","2º54'49.405572"""
"3767","42º23'30.632856""","25456","lles-de-cerdanya-id25127","42.39184246","1477","Lles de Cerdanya","260","692502","0","Lles de Cerdanya","1.68799212","25127","1º41'16.771632"""
"3768","42º4'29.697168""","25460","llimiana-id25128","42.07491588","770","Llimiana","159","692502","0","Llimiana","0.91658474","25128","0º54'59.705064"""
"3769","41º38'23.792856""","08315","llinars-del-valles-id08106","41.63994246","189","Llinars del Vallès","9536","690803","0","Llinars del Vallès","2.39801856","08106","2º23'52.866816"""
"3770","41º36'39.540924""","08318","llica-d-amunt-id08107","41.61098359","142","Lliçà d'Amunt","14696","690803","0","Lliçà d'Amunt","2.23831648","08107","2º14'17.939328"""
"3771","41º35'29.59494""","08321","llica-de-vall-id08108","41.59155415","120","Lliçà de Vall","6354","690803","0","Lliçà de Vall","2.24224029","08108","2º14'32.065044"""
"3772","41º11'8.551716""","43360","lloar-el-id43072","41.18570881","219","Lloar, El","110","694305","0","Lloar, El","0.75074444","43072","0º45'2.679984"""
"3773","41º57'2.600928""","25464","llobera-id25129","41.95072248","855","Llobera","201","692503","0","Llobera","1.47271831","25129","1º28'21.785916"""
"3774","39º0'49.94694""","46453","llocnou-d-en-fenollet-id46151","39.01387415","92","Llocnou d'En Fenollet","927","774603","0","Llocnou d'En Fenollet","-0.46677015","46151","-0º28'0.37254"""
"3775","38º54'45.607428""","46459","llocnou-de-sant-jeroni-id46153","38.91266873","153","Llocnou de Sant Jeroni","546","774604","0","Llocnou de Sant Jeroni","-0.28526658","46153","-0º17'6.959688"""
"3776","39º25'17.036076""","46456","llocnou-de-la-corona-id46152","39.42139891","7","Llocnou de la Corona","133","774602","0","Llocnou de la Corona","-0.38198174","46152","-0º22'55.134264"""
"3777","39º16'51.386916""","46468","llombai-id46156","39.28094081","95","Llombai","2787","774604","0","Llombai","-0.57180558","46156","-0º34'18.500088"""
"3778","41º33'23.043204""","43365","llorac-id43073","41.55640089","645","Llorac","112","694302","0","Llorac","1.30727658","43073","1º18'26.195688"""
"3779","41º17'3.674868""","43370","llorenc-del-penedes-id43074","41.28435413","161","Llorenç del Penedès","2306","694303","0","Llorenç del Penedès","1.55192697","43074","1º33'6.937092"""
"3780","41º41'58.485984""","17364","lloret-de-mar-id17095","41.69957944","5","Lloret de Mar","38624","691704","1","Lloret de Mar","2.84739507","17095","2º50'50.622252"""
"3781","39º37'4.972764""","07280","lloret-de-vistalegre-id07028","39.61804799","168","Lloret de Vistalegre","1251","645403","0","Lloret de Vistalegre","2.97531312","07028","2º58'31.127232"""
"3782","39º1'7.850856""","46471","llosa-de-ranes-la-id46157","39.01884746","111","Llosa de Ranes, la","3610","774603","0","Llosa de Ranes, la","-0.53357725","46157","-0º32'0.8781"""
"3783","39º46'6.241584""","12355","llosa-la-id12074","39.76840044","11","Llosa, la","972","771204","0","Llosa, la","-0.20470723","12074","-0º12'16.946028"""
"3784","39º43'8.296248""","07290","lloseta-id07029","39.71897118","159","Lloseta","5686","645403","0","Lloseta","2.86747096","07029","2º52'2.895456"""
"3785","42º9'3.681324""","17368","llosses-les-id17096","42.15102259","972","Llosses, Les","211","691701","0","Llosses, Les","2.10405598","17096","2º6'14.601528"""
"3786","39º42'2.84814""","07300","llubi-id07030","39.70079115","71","Llubí","2216","645403","0","Llubí","3.00508565","07030","3º0'18.30834"""
"3787","39º29'26.718036""","07310","llucmajor-id07031","39.49075501","141","Llucmajor","34602","645404","1","Llucmajor","2.89030165","07031","2º53'25.08594"""
"3788","38º56'28.958496""","46450","llutxent-id46150","38.94137736","275","Llutxent","2452","774603","0","Llutxent","-0.35687285","46150","-0º21'24.74226"""
"3789","42º3'3.479256""","08324","lluca-santa-eulalia-de-puig-oriol-id08109","42.05096646","746","Santa Eulàlia de Puig-oriol","257","690802","0","Lluçà","2.03574944","08109","2º2'8.697984"""
"3790","38º44'36.496932""","03420","lliber-id03085","38.74347137","191","Llíber","1080","770301","0","Llíber","0.00630400","03085","0º0'22.6944"""
"3791","39º37'33.109176""","46441","lliria-id46147","39.62586366","187","Llíria","23261","774602","0","Llíria","-0.59442849","46147","-0º35'39.942564"""
"3792","42º27'54.5076""","17360","llivia-id17094","42.46514100","1225","Llívia","1536","691701","0","Llívia","1.98244323","17094","1º58'56.795628"""
"3793","42º18'50.013756""","22492","loarre-id22149","42.31389271","779","Loarre","338","622202","0","Loarre","-0.62624955","22149","-0º37'34.49838"""
"3794","41º59'6.890424""","32410","lobeira-vila-a-id32041","41.98524734","680","Vila, A","837","713203","0","Lobeira","-8.03910483","32041","-8º2'20.777388"""
"3795","42º28'43.191948""","50414","lobera-de-onsella-id50142","42.47866443","667","Lobera de Onsella","42","625001","0","Lobera de Onsella","-1.02164651","50142","-1º1'17.927436"""
"3796","41º54'19.300104""","32420","lobios-fondevila-id32042","41.90536114","387","Fondevila","2025","713203","0","Lobios","-8.08581773","32042","-8º5'8.943828"""
"3797","36º55'46.986744""","18510","lobras-id18121","36.92971854","936","Lobras","165","611803","0","Lobras","-3.21273900","18121","-3º12'45.8604"""
"3798","38º51'2.47122""","06355","lobon-id06072","38.85068645","246","Lobón","2840","700601","0","Lobón","-6.62348869","06072","-6º37'24.559284"""
"3799","42º25'23.150244""","31471","lodosa-id31157","42.42309729","322","Lodosa","4760","743104","0","Lodosa","-2.07864943","31157","-2º4'43.137948"""
"3800","40º23'4.556184""","28375","loeches-id28075","40.38459894","647","Loeches","8159","722802","0","Loeches","-3.41014167","28075","-3º24'36.510012"""
"3801","39º20'17.338416""","10428","logrosan-id10109","39.33814956","465","Logrosán","2119","701004","0","Logrosán","-5.49355964","10109","-5º29'36.814704"""
"3802","42º27'59.21802""","26001","logrono-id26089","42.46644945","384","Logroño","151962","762601","1","Logroño","-2.44565538","26089","-2º26'44.359368"""
"3803","43º18'50.24916""","48555","loiu-zabaloetxe-id48903","43.31395810","27","Zabaloetxe","2388","754801","0","Loiu","-2.93964386","48903","-2º56'22.717896"""
"3804","37º9'58.615884""","18515","loja-id18122","37.16628219","484","Loja","21136","611801","1","Loja","-4.15218743","18122","-4º9'7.874748"""
"3805","42º26'28.495392""","34320","loma-de-ucieza-bahillo-id34903","42.44124872","845","Bahillo","236","673402","0","Loma de Ucieza","-4.57919438","34903","-4º34'45.099768"""
"3806","42º16'36.593616""","34324","lomas-id34096","42.27683156","851","Lomas","53","673402","0","Lomas","-4.54811283","34096","-4º32'53.206188"""
"3807","40º5'25.147176""","45336","lominchar-id45085","40.09031866","647","Lominchar","2365","684502","0","Lominchar","-3.96463143","45085","-3º57'52.673148"""
"3808","41º8'56.04864""","47316","lomoviejo-id47078","41.14890240","766","Lomoviejo","189","674701","0","Lomoviejo","-4.94134079","47078","-4º56'28.826844"""
"3809","41º24'13.618224""","50417","longares-id50143","41.40378284","530","Longares","898","625002","0","Longares","-1.16904948","50143","-1º10'8.578128"""
"3810","42º28'49.038276""","50420","longas-id50144","42.48028841","738","Longás","35","625001","0","Longás","-0.93509558","50144","-0º56'6.344088"""
"3811","37º56'38.13486""","23530","lopera-id23056","37.94392635","270","Lopera","3837","612303","0","Lopera","-4.21432714","23056","-4º12'51.577704"""
"3812","42º9'41.775048""","22496","loporzano-id22150","42.16160418","583","Loporzano","535","622202","0","Loporzano","-0.32391473","22150","-0º19'26.093028"""
"3813","37º16'12.656028""","41270","lora-de-estepa-id41054","37.27018223","442","Lora de Estepa","876","614103","0","Lora de Estepa","-4.82593739","41054","-4º49'33.374604"""
"3814","37º39'12.003804""","41275","lora-del-rio-id41055","37.65333439","37","Lora del Río","19393","614102","1","Lora del Río","-5.53035872","41055","-5º31'49.291392"""
"3815","40º26'49.923348""","19399","loranca-de-tajuna-id19160","40.44720093","701","Loranca de Tajuña","1314","681903","0","Loranca de Tajuña","-3.11678243","19160","-3º7'0.416748"""
"3816","37º40'37.204788""","30240","lorca-id30024","37.67700133","342","Lorca","91759","733004","1","Lorca","-1.69930754","30024","-1º41'57.507144"""
"3817","38º50'38.522868""","03415","lorcha-orxa-l-id03084","38.84403413","267","Lorcha/Orxa, l'","676","770301","0","Lorcha/Orxa, l'","-0.31125116","03084","-0º18'40.504176"""
"3818","39º29'23.017704""","46444","loriguilla-id46148","39.48972714","113","Loriguilla","1879","774601","0","Loriguilla","-0.57094704","46148","-0º34'15.409344"""
"3819","38º4'54.85872""","30250","lorqui-id30025","38.08190520","96","Lorquí","6948","733003","0","Lorquí","-1.25436494","30025","-1º15'15.713784"""
"3820","39º41'42.046512""","46447","losa-del-obispo-id46149","39.69501292","390","Losa del Obispo","510","774601","0","Losa del Obispo","-0.87040736","46149","-0º52'13.466496"""
"3821","40º51'16.06176""","40404","losa-la-id40113","40.85446160","1083","Losa, La","538","674002","0","Losa, La","-4.16465168","40113","-4º9'52.746048"""
"3822","41º40'51.106908""","49267","losacino-id49098","41.68086303","698","Losacino","244","674902","0","Losacino","-6.07961835","49098","-6º4'46.62606"""
"3823","41º42'39.611772""","49270","losacio-id49099","41.71100327","756","Losacio","110","674902","0","Losacio","-6.03979345","49099","-6º2'23.25642"""
"3824","40º7'15.51288""","10432","losar-de-la-vera-id10110","40.12097580","538","Losar de la Vera","2846","701001","1","Losar de la Vera","-5.60300604","10110","-5º36'10.821744"""
"3825","40º23'32.660772""","05318","losar-del-barco-el-id05112","40.39240577","1009","Losar del Barco, El","114","670502","0","Losar del Barco, El","-5.53901427","05112","-5º32'20.451372"""
"3826","42º15'16.126632""","22500","loscorrales-id22151","42.25447962","615","Loscorrales","107","622202","0","Loscorrales","-0.64394824","22151","-0º38'38.213664"""
"3827","41º4'52.284756""","44480","loscos-id44138","41.08119021","979","Loscos","154","624401","0","Loscos","-1.04479453","44138","-1º2'41.260308"""
"3828","41º52'22.683432""","42460","losilla-la-id42106","41.87296762","1182","Losilla, La","16","674201","0","Losilla, La","-2.27746403","42106","-2º16'38.870508"""
"3829","43º28'14.346948""","27270","lourenza-vilanova-id27027","43.47065193","57","Vilanova","2338","712701","0","Lourenzá","-7.29825474","27027","-7º17'53.717064"""
"3830","42º47'7.18854""","15410","lousame-portobravo-id15042","42.78533015","37","Portobravo","3513","711504","0","Lousame","-8.86520980","15042","-8º51'54.75528"""
"3831","40º57'7.199856""","28380","lozoya-id28076","40.95199996","1116","Lozoya","591","722801","0","Lozoya","-3.79335397","28076","-3º47'36.074292"""
"3832","40º55'40.151316""","28385","lozoyuela-navas-sieteiglesias-id28901","40.92781981","1026","Lozoyuela","1196","722801","0","Lozoyuela-Navas-Sieteiglesias","-3.61839674","28901","-3º37'6.228264"""
"3833","42º2'7.673064""","49273","lubian-id49100","42.03546474","1030","Lubián","342","674901","0","Lubián","-6.90602702","49100","-6º54'21.697272"""
"3834","37º12'59.340708""","04290","lubrin-id04059","37.21648353","516","Lubrín","1607","610401","0","Lubrín","-2.06592032","04059","-2º3'57.313152"""
